catnr,compound_name,hgpcr,rlu,z_score,smiles
CFN89449,Rauvovertine B,MTNR1A,943.0,-0.40469445568595713,C[C@H]1[C@H]2COC(C3[C@@H]2C[C@@H]4N1[C@H]3CC5=C4NC6=C5C=C(C=C6)O)O
CFN00179,Alkaloid C,MTNR1A,1019.5,-0.10117361392148928,CN1[C@H]2C[C@@H]([C@@H]([C@@H]1C[C@H]2OC(=O)C3=CC=CC=C3)CC4=CC=CC=C4)O
CFN70394,Yohimbic acid monohydrate,MTNR1A,1023.0,-0.08728703946167703,C1C[C@@H]([C@@H]([C@@H]2[C@@H]1CN3CCC4=C([C@@H]3C2)NC5=CC=CC=C45)C(=O)O)O
CFN89271,Epicorynoxidine,MTNR1A,1193.5,0.5891875163663199,COC1=C(C2=C(C[C@H]3C4=CC(=C(C=C4CC[N@+]3(C2)[O-])OC)OC)C=C1)OC
CFN97304,Humantenmine,MTNR1A,1116.0,0.2816990818990486,CCC1=N[C@H]2C[C@@]3([C@H]4C[C@@H]1[C@@H]2CO4)C5=CC=CC=C5N(C3=O)OC
CFN97275,Methyl demethoxycarbonylchanofruticosinate,MTNR1A,874.0,-0.6784583521793988,COC(=O)[C@]12CC[C@@]34CCCN5[C@@H]3[C@@]1([C@H](C5)C(=O)C4)C6=CC=CC=C6N2
CFN97028,Tombozine,MTNR1A,1024.5,-0.08133565040747177,CC=C1CN2C3CC1C(C2CC4=C3NC5=CC=CC=C45)CO
CFN96442,Vomicine,MTNR1A,861.5,-0.7280532609644426,CN1CC[C@]23[C@@H]4[C@H]5[C@@H](CC2=O)C(=CCO[C@H]5CC(=O)N4C6=C3C=CC=C6O)C1
CFN96295,Quinamine,MTNR1A,845.0,-0.7935185405607003,C=CC1CN2CCC1CC2C34C(CCO3)(C5=CC=CC=C5N4)O
CFN96181,Pelirine,MTNR1A,1035.5,-0.03769213067663326,CC=C1CN(C2CC3=C(C(=O)CC1C2CO)NC4=C3C=C(C=C4)OC)C
CFN96176,Crassanine,MTNR1A,1021.0,-0.09522222486728403,CCC1CC2CC3(C1N(C2)CCC34C5=CC(=C(C=C5NC4=O)OC)OC)C(=O)OC
CFN96170,Spegatrine,MTNR1A,1062.5,0.06943287229906127,C/C=C\1/C[N+]2([C@H]3C[C@H]1[C@H](C2CC4=C3NC5=C4C=C(C=C5)O)CO)C
CFN96130,16-Epinormacusine B,MTNR1A,1094.5,0.1963958387887733,CC=C1CN2C3CC1C(C2CC4=C3NC5=CC=CC=C45)CO
CFN96116,Tubotaiwine,MTNR1A,1173.0,0.5078518659588482,CCC1C2CCN3C1C4(CC3)C5=CC=CC=C5NC4=C2C(=O)OC
CFN99735,(S)-10-Hydroxycamptothecin,MTNR1A,999.0,-0.18250926432896106,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=C(C3=C2)N=C5C=CC(=CC5=C4)O)O
CFN99580,Liensinine,MTNR1A,978.0,-0.26582871108783457,CN1CCC2=CC(=C(C=C2[C@H]1CC3=CC=C(C=C3)O)OC4=C(C=CC(=C4)C[C@@H]5C6=CC(=C(C=C6CCN5C)OC)OC)O)OC
CFN99511,Yohimbine Hydrochloride,MTNR1A,933.5,-0.44238658636259043,COC(=O)[C@H]1[C@H](CC[C@@H]2[C@@H]1C[C@H]3C4=C(CCN3C2)C5=CC=CC=C5N4)O
CFN99001,Gelsemine,MTNR1A,1143.0,0.3888240848747431,CN1C[C@]2([C@@H]3C[C@@H]4[C@]5([C@H]2[C@H]1[C@H]3CO4)C6=CC=CC=C6NC5=O)C=C
CFN98155,Isocorynoxeine,MTNR1A,1080.5,0.1408495409495243,CO/C=C(\[C@H]1C[C@H]2[C@]3(CCN2C[C@@H]1C=C)C4=CC=CC=C4NC3=O)/C(=O)OC
CFN98131,Rhynchophylline,MTNR1A,948.0,-0.3848564921719396,CC[C@H]1CN2CC[C@]3([C@@H]2C[C@@H]1/C(=C\OC)/C(=O)OC)C4=CC=CC=C4NC3=O
CFN98130,Strychnine,MTNR1A,980.5,-0.25590972933082584,C1CN2CC3=CCO[C@H]4CC(=O)N5[C@H]6[C@H]4[C@H]3C[C@H]2[C@@]61C7=CC=CC=C75
CFN98112,Reserpine,MTNR1A,868.0,-0.7022639083962198,CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC
CFN97249,Camptothecin,MTNR1A,1077.5,0.1289467628411138,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O
CFN93555,Ranaconitine,MTNR1A,857.0,-0.7459074281270582,CCN1C[C@@]2(CC[C@@H]([C@@]34[C@@H]2C[C@@](C31)([C@]5(C[C@@H]([C@H]6C[C@@H]4[C@@]5([C@H]6OC)O)OC)O)O)OC)OC(=O)C7=CC=CC=C7NC(=O)C
CFN92553,Isorhyncophylline,MTNR1A,1152.5,0.4265162155513764,CC[C@H]1CN2CC[C@@]3([C@@H]2C[C@@H]1/C(=C\OC)/C(=O)OC)C4=CC=CC=C4NC3=O
CFN90886,Irinotecan hydrochloride,MTNR1A,917.0,-0.5078518659588482,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7
CFN90464,Vincamine,MTNR1A,1048.5,0.013886574459812255,CC[C@@]12CCCN3[C@@H]1C4=C(CC3)C5=CC=CC=C5N4[C@](C2)(C(=O)OC)O
CFN90462,Topotecan hydrochloride,MTNR1A,1004.5,-0.1606875044635418,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O
CFN90336,7-Ethylcamptothecin,MTNR1A,1088.0,0.17060648622055055,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)O)C2=NC5=CC=CC=C51
CFN90335,7-Ethyl-10-Hydroxycamptothecin,MTNR1A,1053.0,0.031740741622428015,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)O)C2=NC5=C1C=C(C=C5)O
CFN90320,Cinchonine,MTNR1A,1173.5,0.5098356623102499,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](C3=CC=NC4=CC=CC=C34)O
CFN90244,Brucine,MTNR1A,904.0,-0.5594305710952937,COC1=C(C=C2C(=C1)[C@]34CCN5[C@H]3C[C@@H]6[C@@H]7[C@@H]4N2C(=O)C[C@@H]7OCC=C6C5)OC
CFN90195,Quinine,MTNR1A,1070.5,0.10117361392148928,COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)O
CFN90147,Yohimbine,MTNR1A,1053.0,0.031740741622428015,COC(=O)[C@H]1[C@H](CC[C@@H]2[C@@H]1C[C@H]3C4=C(CCN3C2)C5=CC=CC=C5N4)O
CFN99819,Isocarapanaubine,MTNR1A,1026.0,-0.07538426135326652,C[C@H]1[C@@H]2CN3CC[C@@]4([C@@H]3C[C@@H]2C(=CO1)C(=O)OC)C5=CC(=C(C=C5NC4=O)OC)OC
CFN99736,10-Hydroxycamptothecin,MTNR1A,1119.5,0.29558565635886086,CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C3=C2)N=C5C=CC(=CC5=C4)O)O
CFN99677,Dihydroperaksine,MTNR1A,1150.5,0.4185810301457694,C[C@H]1[C@@H]([C@@H]2C[C@@H]3N1[C@H]([C@@H]2CO)CC4=C3NC5=CC=CC=C45)CO
CFN99655,Peraksine,MTNR1A,960.5,-0.3352615833868959,CC1C2COC(C3C2CC4N1C3CC5=C4NC6=CC=CC=C56)O
CFN99579,Liensinine diperchlorate,MTNR1A,1125.5,0.31939121257568187,CN1CCC2=CC(=C(C=C2[C@H]1CC3=CC=C(C=C3)O)OC4=C(C=CC(=C4)C[C@@H]5C6=CC(=C(C=C6CCN5C)OC)OC)O)OC
CFN99578,Liensinine perchlorate,MTNR1A,1119.5,0.29558565635886086,CN1CCC2=CC(=C(C=C2[C@H]1CC3=CC=C(C=C3)O)OC4=C(C=CC(=C4)C[C@@H]5C6=CC(=C(C=C6CCN5C)OC)OC)O)OC
CFN99473,Conophylline,MTNR1A,808.5,-0.9383356742130281,CCC12CC(=C3C4(C1N(CC4)C5C(C2O)OC6=CC7=C(C=C56)C89CCN1C8C(CC(=C9N7)C(=O)OC)(C2C(C1)O2)CC)C1=CC(=C(C(=C1N3)OC)OC)O)C(=O)OC
CFN99425,Koumine,MTNR1A,1037.0,-0.031740741622428015,CN1C[C@]2([C@@H]3C[C@@H]4C5=NC6=CC=CC=C6[C@]52C[C@H]1[C@H]3CO4)C=C
CFN99400,alpha-Yohimbine,MTNR1A,1015.5,-0.11704398473270329,COC(=O)[C@@H]1[C@H](CC[C@H]2[C@@H]1C[C@H]3C4=C(CCN3C2)C5=CC=CC=C5N4)O
CFN99377,Vallesamine N-oxide,MTNR1A,1055.5,0.04165972337943676,C/C=C\1/C[N+]2(CC[C@@H]1[C@](C3=C(C2)C4=CC=CC=C4N3)(CO)C(=O)OC)[O-]
CFN99304,10-Hydroxyscandine,MTNR1A,1170.5,0.49793288420183945,COC(=O)[C@]12C[C@@]3(C=CCN4[C@@H]3[C@@]1(CC4)C5=C(C=CC(=C5)O)NC2=O)C=C
CFN99260,N1-Methoxymethyl picrinine,MTNR1A,1036.5,-0.03372453797382976,CC=C1CN2C3CC1C(C45C3(N(C6=CC=CC=C64)COC)OC2C5)C(=O)OC
CFN99240,(Z)-Akuammidine,MTNR1A,1023.0,-0.08728703946167703,CC=C1CN2C3CC1C(C2CC4=C3NC5=CC=CC=C45)(CO)C(=O)OC
CFN99223,Picrasidine S,MTNR1A,1111.5,0.26384491473643285,COC1=CC=CC2=C1NC3=C2C(=CN=C3C4CCCC5=[N+]4C=C(C6=C5NC7=C6C=CC=C7OC)OC)OC
CFN98921,beta-Yohimbine,MTNR1A,1041.5,-0.013886574459812255,COC(=O)[C@H]1[C@@H](CC[C@@H]2[C@@H]1C[C@H]3C4=C(CCN3C2)C5=CC=CC=C5N4)O
CFN98901,Caboxine A,MTNR1A,1122.0,0.3055046381158696,C[C@H]1[C@@H]2CN3CC[C@@]4([C@@H]3C[C@@H]2C(=CO1)C(=O)OC)C5=C(C=C(C=C5)OC)NC4=O
CFN98853,Vindorosine,MTNR1A,840.5,-0.811372707723316,CC[C@@]12C=CCN3[C@@H]1[C@]4(CC3)[C@H]([C@]([C@@H]2OC(=O)C)(C(=O)OC)O)N(C5=CC=CC=C45)C
CFN98852,Lochnerine,MTNR1A,1181.0,0.5395926075812761,C/C=C\1/CN2[C@H]3C[C@@H]1[C@H]([C@@H]2CC4=C3NC5=C4C=C(C=C5)OC)CO
CFN98799,Vandrikidine,MTNR1A,956.5,-0.3511319541981099,C[C@H]([C@]12CC(=C3[C@@]4([C@H]1N(CC4)CC=C2)C5=C(N3)C=C(C=C5)OC)C(=O)OC)O
CFN98762,Isorauhimbine,MTNR1A,952.5,-0.3670023250093239,COC(=O)[C@@H]1[C@H](CC[C@H]2[C@@H]1C[C@@H]3C4=C(CCN3C2)C5=CC=CC=C5N4)O
CFN98760,Aricine,MTNR1A,959.0,-0.3412129724411011,C[C@H]1[C@@H]2CN3CCC4=C([C@@H]3C[C@@H]2C(=CO1)C(=O)OC)NC5=C4C=C(C=C5)OC
CFN98759,Sarpagine,MTNR1A,1247.0,0.8014537259663073,C/C=C\1/CN2[C@H]3C[C@@H]1[C@H]([C@@H]2CC4=C3NC5=C4C=C(C=C5)O)CO
CFN98700,Picrinine,MTNR1A,930.5,-0.45428936447100093,CC=C1CN2C3CC1C(C45C3(NC6=CC=CC=C64)OC2C5)C(=O)OC
CFN98684,10-Hydroxydihydroperaksine,MTNR1A,1029.0,-0.06348148324485603,CC1C(C2CC3N1C(C2CO)CC4=C3NC5=C4C=C(C=C5)O)CO
CFN98673,Perakine,MTNR1A,969.5,-0.29955324906166436,C[C@H]1[C@@H](C2C[C@@H]3N1[C@@H]4C2[C@H]([C@@]5(C4)C3=NC6=CC=CC=C56)OC(=O)C)C=O
CFN98622,Gelsevirine,MTNR1A,1029.0,-0.06348148324485603,CN1CC2([C@@H]3C[C@H]4[C@]5([C@H]2[C@H]1C3CO4)C6=CC=CC=C6N(C5=O)OC)C=C
CFN98589,Vincristine,MTNR1A,1117.5,0.28765047095325386,CC[C@@]1(C[C@@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
CFN98542,Syrosingopine,MTNR1A,1011.0,-0.13489815189531904,CCOC(=O)OC1=C(C=C(C=C1OC)C(=O)O[C@@H]2C[C@@H]3CN4CCC5=C([C@H]4C[C@@H]3[C@@H]([C@H]2OC)C(=O)OC)NC6=C5C=CC(=C6)OC)OC
CFN98499,Serpentinine,MTNR1A,1134.5,0.3550995469009134,C/C=C\1/CN2CCC3=C(C2CC1C(CC4=C[N+]5=C(CC6C(C5)C(OC=C6C(=O)OC)C)C7=C4C8=CC=CC=C8N7)C(=O)OC)NC9=CC=CC=C39
CFN98338,Ervamycine,MTNR1A,942.0,-0.40866204838876063,CC[C@]12CC(=C3[C@@]4([C@H]1N(CC4)CC=C2)C5=C(N3)C=C(C=C5)OC)C(=O)OC
CFN98283,Mayumbine,MTNR1A,980.0,-0.2578935256822276,C[C@@H]1[C@H]2CN3CCC4=C([C@@H]3C[C@@H]2C(=CO1)C(=O)OC)NC5=CC=CC=C45
CFN98238,Vincosamide,MTNR1A,1102.5,0.22813658041120133,C=C[C@@H]1[C@@H]2C[C@@H]3C4=C(CCN3C(=O)C2=CO[C@H]1O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C6=CC=CC=C6N4
CFN98237,Strictosamide,MTNR1A,1172.5,0.5058680696074465,C=C[C@@H]1[C@@H]2C[C@H]3C4=C(CCN3C(=O)C2=CO[C@H]1O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C6=CC=CC=C6N4
CFN98205,11-Hydroxytabersonine,MTNR1A,1110.5,0.25987732203362934,CC[C@]12CC(=C3[C@@]4([C@H]1N(CC4)CC=C2)C5=C(N3)C=C(C=C5)O)C(=O)OC
CFN98132,Isorhynchophyllic acid,MTNR1A,1232.0,0.7419398354242548,CC[C@H]1CN2CC[C@@]3([C@@H]2C[C@@H]1/C(=C\OC)/C(=O)O)C4=CC=CC=C4NC3=O
CFN98013,Picralinal,MTNR1A,1140.0,0.3769213067663326,C/C=C\1/CN2[C@H]3C[C@@H]1[C@@]([C@@]45[C@@]3(NC6=CC=CC=C64)O[C@H]2C5)(C=O)C(=O)OC
CFN97998,11-Hydroxyhumantenine,MTNR1A,1443.0,1.5791018957157936,C/C=C/1\CN(C2CC3(C4CC1C2CO4)C5=C(C=C(C=C5)O)N(C3=O)OC)C
CFN97989,N-Methoxyanhydrovobasinediol,MTNR1A,842.5,-0.803437522317709,C/C=C/1\CN([C@H]2CC3=C([C@@H]4C[C@H]1C2CO4)N(C5=CC=CC=C35)OC)C
CFN97983,Humantenirine,MTNR1A,969.0,-0.3015370454130661,C/C=C/1\CN[C@H]2C[C@@]3([C@@H]4C[C@H]1[C@@H]2CO4)C5=C(C=C(C=C5)OC)N(C3=O)OC
CFN97966,Rauvoyunine C,MTNR1A,952.0,-0.3689861213607256,C/C=C\1/CN2[C@H]3C[C@H]1C([C@@]45[C@@]3(NC6=C4C=CC(=C6)OC)O[C@H]2C5)(COC(=O)C7=CC(=C(C(=C7)OC)OC)OC)C(=O)OC
CFN97944,11-Hydroxyrankinidine,MTNR1A,994.0,-0.20234722784297857,C/C=C/1\CNC2CC3(C4CC1C2CO4)C5=C(C=C(C=C5)O)N(C3=O)OC
CFN97942,Pseudoakuammigine,MTNR1A,896.5,-0.5891875163663199,C/C=C/1\CN2CCC34C5=CC=CC=C5N(C36C2CC1C4(CO6)C(=O)OC)C
CFN97941,Norfluorocurarine,MTNR1A,1150.5,0.4185810301457694,C/C=C\1/CN2CC[C@@]34[C@@H]2C[C@@H]1C(=C3NC5=CC=CC=C45)C=O
CFN97937,Koumine N-oxide,MTNR1A,1028.0,-0.06744907594765952,C[N+]1(CC2(C3CC4C5=NC6=CC=CC=C6C52CC1C3CO4)C=C)[O-]
CFN97910,Alstoyunine E,MTNR1A,1090.0,0.17854167162615756,C/C=C1/C[N+]2([O-])[C@H]3CC1C1C(OC(C)=O)[C@@]4(C[C@@H]12)C3=Nc1ccccc14
CFN97900,Akuammiline,MTNR1A,1025.0,-0.07935185405607002,C/C=C\1/CN2CC[C@@]34C5=CC=CC=C5N=C3[C@@H]2C[C@H]1C4(COC(=O)C)C(=O)OC
CFN97888,Picraline,MTNR1A,1152.0,0.42453241919997464,CC=C1CN2C3CC1C(C45C3(NC6=CC=CC=C64)OC2C5)(COC(=O)C)C(=O)OC
CFN97887,11-Hydroxygelsenicine,MTNR1A,1402.0,1.41643059490085,CCC1=NC2CC3(C4CC1C2CO4)C5=C(C=C(C=C5)O)N(C3=O)OC
CFN97884,Vellosimine,MTNR1A,970.5,-0.29558565635886086,C/C=C\1/CN2[C@H]3C[C@@H]1[C@H]([C@@H]2CC4=C3NC5=CC=CC=C45)C=O
CFN97880,Humantenidine,MTNR1A,1089.0,0.17457407892335405,CCC1=N[C@H]2C[C@@]3(C(=O)N(OC)c4ccccc43)[C@@H]3OC[C@H]2[C@H]1[C@@H]3O
CFN97762,Raucaffricine,MTNR1A,908.0,-0.5435602002840797,C/C=C/1\[C@@H]2C[C@H]3C4=NC5=CC=CC=C5[C@]46C[C@@H](C2C6OC(=O)C)N3[C@@H]1O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O
CFN97757,Vinorine,MTNR1A,1053.5,0.03372453797382976,CC=C1CN2C3CC1C4C2CC5(C4OC(=O)C)C3=NC6=CC=CC=C56
CFN97721,Serpentinic acid,MTNR1A,942.5,-0.4066782520373589,C[C@H]1[C@H]2C[N+]3=C(C[C@@H]2C(=CO1)C(=O)O)C4=C(C=C3)C5=CC=CC=C5N4
CFN97710,Akuammigine,MTNR1A,1004.5,-0.1606875044635418,C[C@H]1[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2C(=CO1)C(=O)OC)NC5=CC=CC=C45
CFN97697,Lochnericine,MTNR1A,1144.0,0.3927916775775466,CC[C@]12CC(=C3[C@@]4([C@H]1N(CC4)C[C@H]5[C@@H]2O5)C6=CC=CC=C6N3)C(=O)OC
CFN97607,3-Hydroxysarpagine,MTNR1A,1194.5,0.5931551090691235,CC=C1CN2C3CC4=C(C2(CC1C3CO)O)NC5=C4C=C(C=C5)O
CFN97570,Scholaricine,MTNR1A,720.0,-1.289467628411138,C[C@@H]([C@@H]1CN2CC[C@@]34[C@@H]2C[C@@H]1C(=C3NC5=C4C=CC=C5O)C(=O)OC)O
CFN97509,Leuconolam,MTNR1A,1291.5,0.9780116012410631,CCC12CCCN3C1(C(=CC3=O)C4=CC=CC=C4NC(=O)CC2)O
CFN97434,5-Methoxystrictamine,MTNR1A,1324.0,1.106958364082177,C/C=C\1/CN2[C@H]3CC1C([C@]4(C3=NC5=CC=CC=C54)C[C@@H]2OC)C(=O)OC
CFN97305,Humantenine,MTNR1A,1246.5,0.7994699296149055,C/C=C/1\CN([C@H]2C[C@@]3([C@H]4C[C@@H]1[C@@H]2CO4)C5=CC=CC=C5N(C3=O)OC)C
Prestw-1190,Olmesartan,MTNR1A,842.5,-0.803437522317709,CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)O)C(C)(C)O
Prestw-1736,Irbesartan,MTNR1A,1020.0,-0.09918981757008753,CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5
Prestw-1707,Doxapram_hydrochloride,MTNR1A,832.0,-0.8450972456971458,CCN1CC(C(C1=O)(C2=CC=CC=C2)C3=CC=CC=C3)CCN4CCOCC4
Prestw-1722,Azatadine_maleate,MTNR1A,794.5,-0.9938819720522771,CN1CCC(=C2C3=C(C=CC=N3)CCC4=CC=CC=C24)CC1
Prestw-1421,Formoterol_fumarate,MTNR1A,12457.0,45.27816792439356,C[C@@H](CC1=CC=C(C=C1)OC)NC[C@H](C2=CC(=C(C=C2)O)NC=O)O
Prestw-1308,Phentermine_hydrochloride,MTNR1A,1179.0,0.5316574221756691,CC(C)(CC1=CC=CC=C1)N
Prestw-1199,Tripelennamine_hydrochloride,MTNR1A,1153.0,0.42850001190277814,CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=N2
Prestw-1749,Silodosin,MTNR1A,1247.5,0.803437522317709,C[C@H](CC1=CC2=C(C(=C1)C(=O)N)N(CC2)CCCO)NCCOC3=CC=CC=C3OCC(F)(F)F
Prestw-1701,Clopidogrel,MTNR1A,958.5,-0.3431967687925029,COC(=O)[C@H](C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3
Prestw-1898,Isaxonine,MTNR1A,1010.5,-0.13688194824672079,CC(C)NC1=NC=CC=N1
Prestw-1721,Avobenzone,MTNR1A,940.0,-0.41659723379436764,CC(C)(C)C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=C(C=C2)OC
Prestw-1346,Sumatriptan_succinate,MTNR1A,1130.0,0.3372453797382976,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C
Prestw-751,Terazosin_hydrochloride,MTNR1A,1169.5,0.49396529149903595,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC
Prestw-1894,Beclamide,MTNR1A,912.0,-0.5276898294728657,C1=CC=C(C=C1)CNC(=O)CCCl
Prestw-2007,Propanidid,MTNR1A,1068.0,0.09125463216448053,CCCOC(=O)CC1=CC(=C(C=C1)OCC(=O)N(CC)CC)OC
Prestw-1043,Penbutolol_sulfate,MTNR1A,1017.5,-0.10910879932709629,CC(C)(C)NC[C@@H](COC1=CC=CC=C1C2CCCC2)O
Prestw-1516,Levalbuterol_hydrochloride,MTNR1A,945.5,-0.3947754739289484,CC(C)(C)NC[C@@H](C1=CC(=C(C=C1)O)CO)O
Prestw-1102,Fexofenadine_hydrochloride,MTNR1A,927.0,-0.46817593893081316,CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O
Prestw-1262,Carvedilol,MTNR1A,1153.5,0.4304838082541799,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O
Prestw-1258,Candesartan,MTNR1A,988.0,-0.22615278405979958,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O
Prestw-1244,Bosentan,MTNR1A,966.5,-0.31145602717007487,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC
Prestw-1761,Rizatriptan_benzoate,MTNR1A,921.0,-0.4919814951476342,CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3
Prestw-1189,Montelukast,MTNR1A,911.0,-0.5316574221756691,CC(C)(C1=CC=CC=C1CC[C@H](C2=CC=CC(=C2)/C=C/C3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O
Prestw-1472,Hexachlorophene,MTNR1A,550.5,-1.9619745915363314,C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl
Prestw-90,Pindolol,MTNR1A,737.0,-1.2220185524634783,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O
Prestw-248,Clonidine_hydrochloride,MTNR1A,886.0,-0.6308472397457567,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl
Prestw-888,Promethazine_hydrochloride,MTNR1A,878.0,-0.6625879813681848,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C
Prestw-340,Domperidone,MTNR1A,823.0,-0.8808055800223773,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O
Prestw-250,Alprenolol_hydrochloride,MTNR1A,922.0,-0.48801390244483067,CC(C)NCC(COC1=CC=CC=C1CC=C)O
Prestw-1137,Esmolol_hydrochloride,MTNR1A,1031.5,-0.05356250148784727,CC(C)NCC(COC1=CC=C(C=C1)CCC(=O)OC)O
Prestw-801,Carbinoxamine_maleate_salt,MTNR1A,982.5,-0.24797454392521884,CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2
Prestw-5,Atracurium_besylate,MTNR1A,953.5,-0.3630347323065204,C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C
Prestw-85,Baclofen,MTNR1A,1029.0,-0.06348148324485603,C1=CC(=CC=C1C(CC(=O)O)CN)Cl
Prestw-966,Sotalol_hydrochloride,MTNR1A,940.0,-0.41659723379436764,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O
Prestw-807,Chloropyramine_hydrochloride,MTNR1A,884.5,-0.636798628799962,CN(C)CCN(CC1=CC=C(C=C1)Cl)C2=CC=CC=N2
Prestw-88,Amidopyrine,MTNR1A,812.0,-0.9244490997532159,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C
Prestw-332,Practolol,MTNR1A,917.5,-0.5058680696074465,CC(C)NCC(COC1=CC=C(C=C1)NC(=O)C)O
Prestw-1317,Pranlukast,MTNR1A,602.0,-1.757643567341951,C1=CC=C(C=C1)CCCCOC2=CC=C(C=C2)C(=O)NC3=CC=CC4=C3OC(=CC4=O)C5=NNN=N5
Prestw-981,Nitrocaramiphen_hydrochloride,MTNR1A,954.0,-0.3610509359551186,CCN(CC)CCOC(=O)C1(CCCC1)C2=CC=C(C=C2)[N+](=O)[O-]
Prestw-1299,Lapatinib,MTNR1A,1028.0,-0.06744907594765952,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl
Prestw-733,Metoprolol-(+)-tartrate_salt,MTNR1A,947.0,-0.3888240848747431,[2H]C([2H])([2H])C([2H])(C([2H])([2H])[2H])NCC(COC1=CC=C(C=C1)CCOC)O
Prestw-174,Alverine_citrate_salt,MTNR1A,830.0,-0.8530324311027528,CCN(CCCC1=CC=CC=C1)CCCC2=CC=CC=C2
Prestw-1057,Oxprenolol_hydrochloride,MTNR1A,934.0,-0.44040279001118865,CC(C)NCC(COC1=CC=CC=C1OCC=C)O
Prestw-338,N6-methyladenosine,MTNR1A,909.5,-0.5376088112298745,CNC1=C2C(=NC=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O
Prestw-818,Nadolol,MTNR1A,902.0,-0.5673657565009007,CC(C)(C)NCC(COC1=CC=CC2=C1C[C@@H]([C@@H](C2)O)O)O
Prestw-749,Isoetharine_mesylate_salt,MTNR1A,897.5,-0.5852199236635165,CCC(C(C1=CC(=C(C=C1)O)O)O)NC(C)C
