catnr,compound_name,hgpcr,rlu,z_score,smiles
Prestw-1341,Sertindole,ADRA2B,910.0,-1.0238257815963918,C1CN(CCC1C2=CN(C3=C2C=C(C=C3)Cl)C4=CC=C(C=C4)F)CCN5CCNC5=O
Prestw-874,Theobromine,ADRA2B,4020.0,0.23471104874541787,CN1C=NC2=C1C(=O)NC(=O)N2C
Prestw-797,Methotrimeprazine_maleate_salt,ADRA2B,1524.0,-0.7753558093038286,C[C@@H](CN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC)CN(C)C
Prestw-1983,Arotinolol_hydrochloride,ADRA2B,3040.0,-0.16186968878994334,CC(C)(C)NCC(CSC1=NC(=CS1)C2=CC=C(S2)C(=O)N)O
Prestw-1923,Benactyzine_hydrochloride,ADRA2B,2826.0,-0.24846997229256304,CCN(CC)CCOC(=O)C(C1=CC=CC=C1)(C2=CC=CC=C2)O
Prestw-169,Hydralazine_hydrochloride,ADRA2B,1711.0,-0.6996817297945301,C1=CC=C2C(=C1)C=NN=C2NN
Prestw-1996,Budralazine,ADRA2B,3332.0,-0.043704815973284704,CC(=C/C(=N/NC1=NN=CC2=CC=CC=C21)/C)C
Prestw-93,Azacyclonol,ADRA2B,4037.5,0.24179284762997788,C1CNCCC1C(C2=CC=CC=C2)(C3=CC=CC=C3)O
Prestw-653,Mepenzolate_bromide,ADRA2B,4482.5,0.4218728764087899,C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C
Prestw-1514,Darifenacin_hydrobromide,ADRA2B,1181.0,-0.9141590674412051,C1CN(C[C@@H]1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5
Prestw-1188,Ziprasidone__hydrochloride,ADRA2B,665.0,-1.122970965980232,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54
Prestw-1042,Tridihexethyl_chloride,ADRA2B,3737.0,0.12018824392653295,CC[N+](CC)(CC)CCC(C1CCCCC1)(C2=CC=CC=C2)O
Prestw-484,Benperidol,ADRA2B,1439.5,-0.8095507810607042,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F
Prestw-565,Atropine_sulfate_monohydrate,ADRA2B,3277.0,-0.06596189818190192,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3
Prestw-99,Mianserine_hydrochloride,ADRA2B,125953.0,49.57785295680583,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42
Prestw-900,Methylatropine_nitrate,ADRA2B,3516.5,0.030957577981076668,C[N+]1([C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C
Prestw-491,Metixene_hydrochloride,ADRA2B,1485.5,-0.7909357668498608,CN1CCCC(C1)CC2C3=CC=CC=C3SC4=CC=CC=C24
Prestw-974,Pronethalol_hydrochloride,ADRA2B,1643.0,-0.7271995768888205,CC(C)NCC(C1=CC2=CC=CC=C2C=C1)O
Prestw-822,Clidinium_bromide,ADRA2B,4690.0,0.505842777468573,C[N+]12CCC(CC1)C(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O
Prestw-1066,Methantheline_bromide,ADRA2B,2791.5,-0.26243123295069565,CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13
Prestw-1507,Acefylline,ADRA2B,3458.5,0.00748647310653488,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)O
Prestw-975,Naftopidil_dihydrochloride,ADRA2B,1420.5,-0.8172395912782265,COC1=CC=CC=C1N2CCN(CC2)CC(COC3=CC=CC4=CC=CC=C43)O
Prestw-1055,Piperidolate_hydrochloride,ADRA2B,2472.5,-0.3915223097606755,CCN1CCCC(C1)OC(=O)C(C2=CC=CC=C2)C3=CC=CC=C3
Prestw-258,Antazoline_hydrochloride,ADRA2B,197459.5,78.51469021045104,C1CN=C(N1)CN(CC2=CC=CC=C2)C3=CC=CC=C3
Prestw-509,Bromperidol,ADRA2B,962.0,-1.0027827220536991,C1CN(CCC1(C2=CC=C(C=C2)Br)O)CCCC(=O)C3=CC=C(C=C3)F
Prestw-350,Clozapine,ADRA2B,1295.0,-0.8680262061360713,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42
Prestw-1368,Zotepine,ADRA2B,1449.0,-0.805706375951943,CN(C)CCOC1=CC2=CC=CC=C2SC3=C1C=C(C=C3)Cl
Prestw-502,Biperiden_hydrochloride,ADRA2B,3352.0,-0.03561133153378754,C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O
Prestw-1498,Camylofine_chlorhydrate,ADRA2B,3604.0,0.06636657240387678,CCN(CC)CCN[C@H](C1=CC=CC=C1)C(=O)OCCC(C)C
Prestw-827,Propantheline_bromide,ADRA2B,2397.0,-0.4220752135197773,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C
Prestw-129,Pirenzepine_dihydrochloride,ADRA2B,4403.0,0.38970127576178865,CN1CCN(CC1)CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4
Prestw-449,Pilocarpine_nitrate,ADRA2B,4676.0,0.5001773383609249,CC[C@H]1[C@H](COC1=O)CC2=CN=CN2C
Prestw-529,Mesoridazine_besylate,ADRA2B,1100.0,-0.9469376794211687,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)C
Prestw-348,Chlorprothixene_hydrochloride,ADRA2B,1565.0,-0.7587641662028595,CN(C)CC/C=C\1/C2=CC=CC=C2SC3=C1C=C(C=C3)Cl
Prestw-119,Picotamide_monohydrate,ADRA2B,4328.5,0.35955304622466167,COC1=C(C=C(C=C1)C(=O)NCC2=CN=CC=C2)C(=O)NCC3=CN=CC=C3
Prestw-359,Dextromethorphan_hydrobromide_monohydrate,ADRA2B,3804.5,0.1475037539098359,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1CC4=C3C=C(C=C4)OC
Prestw-360,Droperidol,ADRA2B,1430.5,-0.813192849058478,C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F
Prestw-111,Naloxone_hydrochloride,ADRA2B,5809.5,0.9588755689694269,C=CCN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O
Prestw-115,Haloperidol,ADRA2B,1381.5,-0.833021885935246,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F
Prestw-116,Naltrexone_hydrochloride_dihydrate,ADRA2B,5299.5,0.7524917157622492,C1CC1CN2CC[C@]34[C@@H]5C(=O)CC[C@]3([C@H]2CC6=C4C(=C(C=C6)O)O5)O
Prestw-278,Cinnarizine,ADRA2B,1969.0,-0.5952757805250167,C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4
Prestw-1284,Hydroxychloroquine_sulfate,ADRA2B,3987.0,0.22135679942024755,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO
Prestw-48,Dicyclomine_hydrochloride,ADRA2B,1689.5,-0.7083822255669896,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2
Prestw-288,Spiperone,ADRA2B,1562.0,-0.7599781888687841,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(=O)C4=CC=C(C=C4)F
Prestw-60,Tolazoline_hydrochloride,ADRA2B,65035.5,24.92611103965239,C1CN=C(N1)CC2=CC=CC=C2
Prestw-770,Isopropamide_iodide,ADRA2B,5187.0,0.7069658657900776,CC(C)[N+](C)(CCC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)N)C(C)C
Prestw-1455,Olanzapine,ADRA2B,1340.5,-0.8496135290362152,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C
Prestw-42,Moxisylyte_hydrochoride,ADRA2B,1923.0,-0.6138907947358602,CC1=CC(=C(C=C1OC(=O)C)C(C)C)OCCN(C)C
Prestw-283,Homochlorcyclizine_dihydrochloride,ADRA2B,1694.5,-0.7063588544571153,CN1CCCN(CC1)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
Prestw-364,Metergoline,ADRA2B,1815.5,-0.6573932735981575,CN1C[C@@H](C[C@H]2[C@H]1CC3=CN(C4=CC=CC2=C34)C)CNC(=O)OCC5=CC=CC=C5
Prestw-844,Procyclidine_hydrochloride,ADRA2B,3672.5,0.09408675660915458,C1CCC(CC1)C(CCN2CCCC2)(C3=CC=CC=C3)O
Prestw-125,Perphenazine,ADRA2B,1775.5,-0.6735802424771518,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO
Prestw-847,(-)_Levobunolol_hydrochloride,ADRA2B,3453.5,0.005463101996660588,CC(C)(C)NC[C@@H](COC1=CC=CC2=C1CCCC2=O)O
Prestw-1836,Octoclothepin_maleate_salt,ADRA2B,1444.0,-0.8077297470618173,CN1CCN(CC1)C2CC3=CC=CC=C3SC4=C2C=C(C=C4)Cl
Prestw-56,Sulpiride,ADRA2B,1396.5,-0.8269517726056231,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC
Prestw-216,Tiapride_hydrochloride,ADRA2B,3670.5,0.09327740816520486,CCN(CC)CCNC(=O)C1=C(C=CC(=C1)S(=O)(=O)C)OC
Prestw-377,Nafronyl_oxalate,ADRA2B,1327.0,-0.8550766310328758,CCN(CC)CCOC(=O)C(CC1CCCO1)CC2=CC=CC3=CC=CC=C32
Prestw-451,Alizapride_hydrochloride,ADRA2B,1454.0,-0.8036830048420688,COC1=CC2=C(C=C1C(=O)NCC3CCCN3CC=C)NN=N2
Prestw-132,Loxapine_succinate,ADRA2B,1306.0,-0.8635747896943478,CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl
Prestw-133,Hydroxyzine_dihydrochloride,ADRA2B,1445.0,-0.8073250728398425,C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
Prestw-213,Fenspiride_hydrochloride,ADRA2B,1396.5,-0.8269517726056231,C1CN(CCC12CNC(=O)O2)CCC3=CC=CC=C3
Prestw-693,Promazine_hydrochloride,ADRA2B,1651.0,-0.7239621831130216,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31
Prestw-294,Pimethixene_maleate,ADRA2B,1350.0,-0.8457691239274541,CN1CCC(=C2C3=CC=CC=C3SC4=CC=CC=C42)CC1
Prestw-374,Methylergometrine_maleate,ADRA2B,30459.0,10.933892803538699,CC[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C
Prestw-1095,Cyclopentolate_hydrochloride,ADRA2B,4130.0,0.2792252131626523,CN(C)CCOC(=O)C(C1=CC=CC=C1)C2(CCCC2)O
Prestw-857,(+)_Levobunolol_hydrochloride,ADRA2B,2703.0,-0.2982449015954706,CC(C)(C)NC[C@@H](COC1=CC=CC2=C1CCCC2=O)O
Prestw-944,Phenoxybenzamine_hydrochloride,ADRA2B,1211.5,-0.9018165036709719,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2
Prestw-227,Clemizole_hydrochloride,ADRA2B,1015.0,-0.9813349882890317,C1CCN(C1)CC2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)Cl
Prestw-228,Tropicamide,ADRA2B,2855.5,-0.23653208274430473,CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2
Prestw-149,Thioproperazine_dimesylate,ADRA2B,923.5,-1.0183626795997311,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C
Prestw-1029,Risperidone,ADRA2B,1121.5,-0.9382371836487092,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F
Prestw-230,Phentolamine_hydrochloride,ADRA2B,2911.5,-0.21387032631371267,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O
Prestw-310,Mebeverine_hydrochloride,ADRA2B,1937.5,-0.6080230185172247,CCN(CCCCOC(=O)C1=CC(=C(C=C1)OC)OC)C(C)CC2=CC=C(C=C2)OC
Prestw-701,"Trihexyphenidyl-D,L_hydrochloride",ADRA2B,2516.0,-0.3739189811047692,C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O
Prestw-62,"(R,S)_Homatropine_hydrobromide",ADRA2B,2706.0,-0.29703087892954605,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(C3=CC=CC=C3)O
Prestw-303,Telenzepine_dihydrochloride,ADRA2B,4452.5,0.4097326497495441,CC1=C2C(=CS1)C(=O)NC3=CC=CC=C3N2C(=O)CN4CCN(CC4)C
Prestw-1323,Quetiapine_hemifumarate,ADRA2B,1399.0,-0.825940087050686,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42
Prestw-308,Pimozide,ADRA2B,760.0,-1.0845269148926204,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F
Prestw-311,Ifenprodil_tartrate,ADRA2B,927.0,-1.0169463198228192,CC(C(C1=CC=C(C=C1)O)O)N2CCC(CC2)CC3=CC=CC=C3
Prestw-232,Scopolamin-N-oxide_hydrobromide,ADRA2B,4828.5,0.5618901572120909,C[N+]1([C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4)[O-]
Prestw-392,Ketanserin_tartrate_hydrate,ADRA2B,941.5,-1.0110785436041836,C1CN(CCC1C(=O)C2=CC=C(C=C2)F)CCN3C(=O)C4=CC=CC=C4NC3=O
Prestw-79,Diphemanil_methylsulfate,ADRA2B,1152.5,-0.9256922827674886,C[N+]1(CCC(=C(C2=CC=CC=C2)C3=CC=CC=C3)CC1)C
Prestw-239,Orphenadrine_hydrochloride,ADRA2B,1180.0,-0.91456374166318,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C
Prestw-399,Prochlorperazine_dimaleate,ADRA2B,1081.0,-0.9546264896386909,CN1CCN(CC1)CCCN2C3=C(SC4=CC=CC=C24)C=CC(=C3)Cl
Prestw-1325,Raclopride,ADRA2B,1836.5,-0.6488951149366854,CCN1CCC[C@H]1CNC(=O)C2=C(C(=CC(=C2OC)Cl)Cl)O
Prestw-799,Pridinol_methanesulfonate_salt,ADRA2B,2269.0,-0.47387351393255916,C1CCN(CC1)CCC(C2=CC=CC=C2)(C3=CC=CC=C3)O
Prestw-1039,Levocabastine_hydrochloride,ADRA2B,3475.0,0.014163597769120044,C[C@@H]1CN(CC[C@@]1(C2=CC=CC=C2)C(=O)O)C3CCC(CC3)(C#N)C4=CC=C(C=C4)F
Prestw-80,Trimethobenzamide_hydrochloride,ADRA2B,1439.0,-0.8097531181716916,CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C(=C2)OC)OC)OC
Prestw-320,Fluphenazine_dihydrochloride,ADRA2B,1509.5,-0.7812235855224642,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
Prestw-1295,Itopride,ADRA2B,1677.0,-0.7134406533416754,CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C=C2)OC)OC
Prestw-233,(L)_Hyoscyamine,ADRA2B,894.5,-1.030098232037002,CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3
Prestw-313,Trifluoperazine_dihydrochloride,ADRA2B,826.5,-1.0576160791312925,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F
Prestw-793,Cloperastine_hydrochloride,ADRA2B,1107.5,-0.9439026227563572,C1CCN(CC1)CCOC(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
Prestw-1035,Molindone_hydrochloride,ADRA2B,1168.5,-0.9192174952158908,CCC1=C(NC2=C1C(=O)C(CC2)CN3CCOCC3)C
Prestw-157,Gallamine_triethiodide,ADRA2B,2949.0,-0.19869504298965546,CC[N+](CC)(CC)CCOC1=C(C(=CC=C1)OCC[N+](CC)(CC)CC)OCC[N+](CC)(CC)CC
Prestw-877,Scopolamine_hydrochloride,ADRA2B,3258.0,-0.07365070839942423,CN1[C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4
Prestw-78,Thioridazine_hydrochloride,ADRA2B,1659.0,-0.7207247893372228,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC
Prestw-167,Riluzole_hydrochloride,ADRA2B,1130.0,-0.9347974527619229,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N
Prestw-1929,Carbazochrome,ADRA2B,11613.0,3.307402416200518,CN1CC(C2=CC(=C(C=C21)O)N=NC(=O)N)O
Prestw-726,Mephentermine_hemisulfate,ADRA2B,2703.0,-0.2982449015954706,CC(C)(CC1=CC=CC=C1)NC
Prestw-1992,Angiotensin_II_(Human)_Trifluoroacetic_acid_salt,ADRA2B,2189.5,-0.5060451145795605,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC1=CN=CN1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(=O)O)N
Prestw-329,Tacrine_hydrochloride,ADRA2B,818.0,-1.0610558100180787,C1CCC2=NC3=CC=CC=C3C(=C2C1)N
Prestw-559,DO_897/99,ADRA2B,1103.0,-0.9457236567552441,COC1=CC=CC=C1N2CCN(CC2)CCCCNC(=O)C3=CC4=CC=CC=C4C=C3
Prestw-481,Serotonin_hydrochloride,ADRA2B,23055.0,7.937684864036847,C1=CC2=C(C=C1O)C(=CN2)CCN
Prestw-1283,Buspirone_hydrochloride,ADRA2B,10437.0,2.831505531158084,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4
Prestw-2044,Befunolol,ADRA2B,2449.5,-0.40082981686609725,CC(C)NCC(COC1=CC=CC2=C1OC(=C2)C(=O)C)O
Prestw-2099,Lisuride_(S)(-),ADRA2B,2344.0,-0.4435229472844448,CCN(CC)C(=O)N[C@@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C
Prestw-2045,Eletriptan,ADRA2B,13177.0,3.940312899369196,CN1CCC[C@@H]1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4
Prestw-324,Phenylpropanolamine_hydrochloride,ADRA2B,54353.5,20.603381000516954,CC(C(C1=CC=CC=C1)O)N
Prestw-496,Tiaprofenic_acid,ADRA2B,1841.0,-0.6470740809377986,CC(C1=CC=C(S1)C(=O)C2=CC=CC=C2)C(=O)O
Prestw-576,Acetopromazine_maleate_salt,ADRA2B,1107.0,-0.9441049598673447,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN(C)C
Prestw-1158,Ropinirole_hydrochloride,ADRA2B,42583.0,15.840163070761882,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1
Prestw-816,Suprofen,ADRA2B,2336.0,-0.44676034106024365,CC(C1=CC=C(C=C1)C(=O)C2=CC=CS2)C(=O)O
Prestw-339,Guanfacine_hydrochloride,ADRA2B,63263.5,24.209028318312942,C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl
Prestw-739,Levonordefrin,ADRA2B,180662.0,71.71717496682835,C[C@@H]([C@@H](C1=CC(=C(C=C1)O)O)O)N
Prestw-980,Piribedil,ADRA2B,116120.5,45.59889366923803,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC=CC=N4
Prestw-2005,Tandospirone,ADRA2B,25679.5,8.999752359609863,C1C[C@H]2C[C@@H]1[C@H]3[C@@H]2C(=O)N(C3=O)CCCCN4CCN(CC4)C5=NC=CC=N5
Prestw-971,Remoxipride_hydrochloride,ADRA2B,2852.0,-0.23794844252121675,CCN1CCC[C@H]1CNC(=O)C2=C(C=CC(=C2OC)Br)OC
Prestw-1760,Tegaserod_maleate,ADRA2B,1483.0,-0.7919474524047979,CCCCCN=C(N)N/N=C/C1=CNC2=C1C=C(C=C2)OC
Prestw-96,Guanabenz_acetate,ADRA2B,145121.5,57.334850780730896,C1=CC(=C(C(=C1)Cl)/C=N/N=C(N)N)Cl
Prestw-261,Ethisterone,ADRA2B,2641.0,-0.32333470335791187,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C#C)O)C
Prestw-356,Adenosine_5'-monophosphate_monohydrate,ADRA2B,4429.5,0.4004251426441224,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N
Prestw-759,Methacholine_chloride,ADRA2B,3141.0,-0.12099759237048266,CC(C[N+](C)(C)C)OC(=O)C
Prestw-2018,Mosapride,ADRA2B,1059.5,-0.9633269854111504,CCOC1=CC(=C(C=C1C(=O)NCC2CN(CCO2)CC3=CC=C(C=C3)F)Cl)N
Prestw-267,Clotrimazole,ADRA2B,1111.5,-0.9422839258684578,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4
Prestw-349,Ritodrine_hydrochloride,ADRA2B,2315.0,-0.45525849972171567,C[C@@H]([C@@H](C1=CC=C(C=C1)O)O)NCCC2=CC=C(C=C2)O
Prestw-101,R(-)_Apomorphine_hydrochloride_hemihydrate,ADRA2B,1132.5,-0.9337857672069857,CN1CCC2=C3[C@H]1CC4=C(C3=CC=C2)C(=C(C=C4)O)O
Prestw-1398,Dopamine_hydrochloride,ADRA2B,87163.5,33.88074222351206,C1=CC(=C(C=C1CCN)O)O
Prestw-983,Dimaprit_dihydrochloride,ADRA2B,3978.0,0.21771473142247383,CN(C)CCCSC(=N)N
Prestw-1962,(R)-Tamsulosin_hydrochloride,ADRA2B,14810.0,4.60114590385414,CCOC1=CC=CC=C1OCCN[C@H](C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N
Prestw-1316,Pramipexole_dihydrochloride,ADRA2B,133703.0,52.71407817711098,CCCN[C@H]1CCC2=C(C1)SC(=N2)N
Prestw-1967,Tulobuterol_Hydrochloride,ADRA2B,4858.0,0.5738280467603492,CC(C)(C)NCC(C1=CC=CC=C1Cl)O
Prestw-2089,Thyrotropin-Releasing_Hormone,ADRA2B,1983.5,-0.5894080043063813,C1C[C@H](N(C1)C(=O)[C@H](CC2=CN=CN2)NC(=O)[C@@H]3CCC(=O)N3)C(=O)N
Prestw-598,Xylazine,ADRA2B,124915.5,49.15800345150691,CC1=C(C(=CC=C1)C)NC2=NCCCS2
Prestw-2022,Dichlorophen,ADRA2B,626.5,-1.138550923526264,C1=CC(=C(C=C1Cl)CC2=C(C=CC(=C2)Cl)O)O
Prestw-1181,Tibolone,ADRA2B,29393.5,10.502712420024487,C[C@@H]1CC2=C(CCC(=O)C2)[C@@H]3[C@@H]1[C@@H]4CC[C@]([C@]4(CC3)C)(C#C)O
Prestw-911,(+)_Isoproterenol-(+)-bitartrate_salt,ADRA2B,17321.5,5.617485212343997,CC(C)NCC(C1=CC(=C(C=C1)O)O)O
Prestw-352,Dobutamine_hydrochloride,ADRA2B,46395.0,17.38278120493004,CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O
Prestw-1456,Opipramol_dihydrochloride,ADRA2B,1205.0,-0.9044468861138085,C1CN(CCN1CCCN2C3=CC=CC=C3C=CC4=CC=CC=C42)CCO
Prestw-1073,Bethanechol_chloride,ADRA2B,1412.5,-0.8204769850540254,CC(C[N+](C)(C)C)OC(=O)N
Prestw-1800,Zolmitriptan,ADRA2B,1119.0,-0.9392488692036464,CN(C)CCC1=CNC2=C1C=C(C=C2)C[C@H]3COC(=O)N3
Prestw-1713,Fenoldopam,ADRA2B,89102.0,34.66520320281032,C1CNCC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=C(C=C3)O
Prestw-1860,Dichlorisone_acetate,ADRA2B,4101.0,0.2674896607253814,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)Cl)Cl)C)O
Prestw-197,Metaraminol_bitartrate,ADRA2B,95986.5,37.45118288399623,C[C@@H]([C@@H](C1=CC(=CC=C1)O)O)N
Prestw-1292,Ipsapirone,ADRA2B,50642.0,19.101432625657267,C1CN(CCN1CCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=NC=CC=N4
Prestw-1088,Synephrine,ADRA2B,72588.0,27.98241310111751,CNCC(C1=CC=C(C=C1)O)O
Prestw-292,Trazodone_hydrochloride,ADRA2B,1156.0,-0.9242759229905766,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl
Prestw-1827,Paliperidone,ADRA2B,1082.0,-0.9542218154167161,CC1=C(C(=O)N2CCCC(C2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F
Prestw-1746,Lodoxamide,ADRA2B,7842.5,1.7815782622443141,C1=C(C=C(C(=C1NC(=O)C(=O)O)Cl)NC(=O)C(=O)O)C#N
Prestw-1352,Tulobuterol_hydrochloride,ADRA2B,2193.5,-0.504426417691661,CC(C)(C)NCC(C1=CC=CC=C1Cl)O
Prestw-121,Bromocryptine_mesylate,ADRA2B,27744.5,9.835404627987947,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]3(N1C(=O)[C@](O3)(C(C)C)NC(=O)[C@H]4CN([C@@H]5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O
Prestw-1430,Lofexidine,ADRA2B,129122.5,50.86046790335514,CC(C1=NCCN1)OC2=C(C=CC=C2Cl)Cl
Prestw-923,Xamoterol_hemifumarate,ADRA2B,4794.0,0.5479288965539583,C1COCCN1C(=O)NCCNCC(COC2=CC=C(C=C2)O)O
Prestw-1229,Aripiprazole,ADRA2B,30990.0,11.148774815407348,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl
Prestw-1004,Meptazinol_hydrochloride,ADRA2B,4229.0,0.31928796113816327,CCC1(CCCCN(C1)C)C2=CC(=CC=C2)O
Prestw-46,Naphazoline_hydrochloride,ADRA2B,127584.0,50.23787661284682,C1CN=C(N1)CC2=CC=CC3=CC=CC=C32
Prestw-1990,Rimonabant,ADRA2B,1106.5,-0.944307296978332,CC1=C(N(N=C1C(=O)NN2CCCCC2)C3=C(C=C(C=C3)Cl)Cl)C4=CC=C(C=C4)Cl
Prestw-535,Methoxamine_hydrochloride,ADRA2B,55474.5,21.05702080335077,CC(C(C1=C(C=CC(=C1)OC)OC)O)N
Prestw-1017,Etilefrine_hydrochloride,ADRA2B,52621.0,19.902282910945512,CCNCC(C1=CC(=CC=C1)O)O
Prestw-1097,(-)_Isoproterenol_hydrochloride,ADRA2B,40081.0,14.827668167380786,CC(C)NCC(C1=CC(=C(C=C1)O)O)O
Prestw-460,Dinoprost_trometamol,ADRA2B,2017.5,-0.575649080759236,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1C/C=C\CCCC(=O)O)O)O)O
