lipid_id,head,amino_acid,tail,amino_acid_full,aa_proteinogenic,head_description,log2_luc_pred,log2_luc_paper,log2_is_paper_verified,below_heatmap_floor,R,G,B,size_px,darkness
CHGly-13,CH,Gly,13,glycine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,181.26153212520592,203.91392092257001,211.0485996705107,2428,23.68046874999999
CHGly-14,CH,Gly,14,glycine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,179.3761904761905,205.33896103896103,210.64069264069263,2310,22.78744791666665
CHGly-15,CH,Gly,15,glycine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,186.16635017090772,201.70110140524116,211.73148499810102,2633,25.039947916666648
CHGly-16,CH,Gly,16,glycine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,183.77720617332807,202.82390185991295,211.93549663632766,2527,24.29218750000001
CHGsh-1,CH,Gsh,1,glutathione,0,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,178.06537955243527,205.11145239139972,210.48091268100043,2279,22.807656250000008
CHGsh-2,CH,Gsh,2,glutathione,0,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,194.67260138476755,198.32673920211013,214.01055060995714,3033,27.17395833333336
CHGsh-3,CH,Gsh,3,glutathione,0,"cyclic head (cyclohexyl- isocyanide, rigid)",5.363660724862623,,0,1,211.31051344743275,190.61858190709046,216.96685683238252,3681,30.220781249999987
CHGsh-4,CH,Gsh,4,glutathione,0,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,198.9514106583072,197.14420062695925,213.79905956112853,3190,27.956041666666692
CHGsh-5,CH,Gsh,5,glutathione,0,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,198.83312421580928,197.00784190715183,214.6530740276035,3188,27.869114583333356
CHGsh-6,CH,Gsh,6,glutathione,0,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,163.88855421686748,211.6671686746988,209.14081325301206,1328,15.395729166666683
CHGsh-7,CH,Gsh,7,glutathione,0,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,176.8288868445262,206.36016559337625,210.7635694572217,2174,21.83203125
CHGsh-8,CH,Gsh,8,glutathione,0,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,186.9623695976155,201.58755588673623,211.61475409836066,2684,25.36479166666669
CHGsh-9,CH,Gsh,9,glutathione,0,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,205.14755991914524,193.90817210511116,215.41957840023102,3463,29.321510416666655
CHGsh-10,CH,Gsh,10,glutathione,0,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,195.36318897637796,198.14074803149606,213.89304461942257,3048,27.240677083333367
CHGsh-11,CH,Gsh,11,glutathione,0,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,198.91726958162945,197.0975149418056,213.7373387857817,3179,27.901250000000005
CHGsh-12,CH,Gsh,12,glutathione,0,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,170.82023089609675,208.65365585486532,209.54205607476635,1819,19.35203125000001
CHGsh-13,CH,Gsh,13,glutathione,0,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,169.05458768873402,208.70499419279906,209.55807200929152,1722,18.654843749999998
CHGsh-14,CH,Gsh,14,glutathione,0,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,167.62919254658385,210.16459627329192,209.3198757763975,1610,17.658177083333356
CHGsh-15,CH,Gsh,15,glutathione,0,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,191.30761209593325,200.50921098366354,213.31247827598193,2877,26.17197916666663
CHGsh-16,CH,Gsh,16,glutathione,0,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,202.53285543608123,195.06660692951016,214.61140979689367,3348,28.83619791666669
CHHcy-1,CH,Hcy,1,homocysteine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,206.9004243281471,192.90721357850072,216.28797736916547,3535,29.611354166666644
CHHcy-2,CH,Hcy,2,homocysteine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,202.4607813898002,194.99791231732777,214.52579779302118,3353,28.90463541666668
CHHcy-3,CH,Hcy,3,homocysteine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",7.447227236879538,,0,0,207.37283950617285,180.52098765432098,209.22345679012346,4050,37.33822916666668
CHHcy-4,CH,Hcy,4,homocysteine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",7.906049434212495,,0,0,206.51016949152543,177.88377723970945,206.51016949152543,4130,39.4296875
CHHcy-5,CH,Hcy,5,homocysteine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",12.502708692474627,,0,0,190.5979777553084,146.47441860465116,183.39413549039435,4945,64.30796874999999
CHHcy-6,CH,Hcy,6,homocysteine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,197.88796680497924,196.97223108841365,213.70667092243855,3133,27.747291666666655
CHHcy-7,CH,Hcy,7,homocysteine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",15.81833357026698,15.3929882,1,0,171.00289330922243,110.16166365280289,156.48372513562387,5530,95.04395833333334
CHHcy-8,CH,Hcy,8,homocysteine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",8.944871977058508,,0,0,203.34113557358054,172.18400926998842,202.42572421784473,4315,43.742447916666634
CHHcy-9,CH,Hcy,9,homocysteine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",8.508797630945903,,0,0,203.96201038225578,173.57833883907503,203.96201038225578,4238,42.37223958333331
CHHcy-10,CH,Hcy,10,homocysteine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",9.715469771202724,,0,0,200.58616041339025,165.8368905863851,197.85082004044034,4451,48.26333333333332
CHHcy-11,CH,Hcy,11,homocysteine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",9.743007593826476,,0,0,199.69934933811982,164.9811532420911,197.86807269463765,4457,48.76578125
CHHcy-12,CH,Hcy,12,homocysteine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",6.05095434867096,,0,0,211.50946870068384,189.02261967385587,215.24171488690163,3802,31.721354166666686
CHHcy-13,CH,Hcy,13,homocysteine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",7.185153200868264,,0,0,208.1326505121159,182.13015238571072,210.0012490632026,4003,36.41588541666664
CHHcy-14,CH,Hcy,14,homocysteine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",7.614726881087982,,0,0,207.41063986271146,179.6484432458936,208.3544986516303,4079,37.95713541666663
CHHcy-15,CH,Hcy,15,homocysteine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",13.553310429312479,,0,0,186.40479438705904,138.8312219840187,177.41960631455856,5131,71.20151041666665
CHHcy-16,CH,Hcy,16,homocysteine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",8.687415166555827,,0,0,204.06277816818928,172.76247364722417,203.15413445771844,4269,42.95750000000001
CHHis-1,CH,His,1,histidine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,179.12861458782908,205.17091066033663,210.56107034958998,2317,22.966302083333318
CHHis-2,CH,His,2,histidine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",12.552801571260627,,0,0,189.41622930964877,144.23839321760192,182.2006459426726,4954,65.52380208333332
CHHis-3,CH,His,3,histidine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,208.6326530612245,192.7045009784736,216.15431926195134,3577,29.622239583333368
CHHis-4,CH,His,4,histidine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,192.87286980231767,199.28493524199047,213.19461486025904,2934,26.691822916666666
CHHis-5,CH,His,5,histidine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,174.4631067961165,207.36990291262137,210.05970873786407,2060,21.104531250000008
CHHis-6,CH,His,6,histidine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,184.5102435253189,202.66215693853886,211.80324700425203,2587,24.693749999999994
CHHis-7,CH,His,7,histidine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.933723426101945,,0,1,211.38138058714625,188.83866701930705,215.12562814070353,3781,31.689739583333363
CHHis-8,CH,His,8,histidine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,192.0478336221837,199.35077989601388,213.19618717504332,2885,26.46505208333332
CHHis-9,CH,His,9,histidine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,186.93855376545523,201.5706257025103,211.55601348819783,2669,25.26182291666663
CHHis-10,CH,His,10,histidine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",8.123141344329106,,0,0,205.76354916067146,177.19328537170264,206.67937649880096,4170,39.94624999999999
CHHis-11,CH,His,11,histidine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",14.946309262402295,14.8830251,1,0,176.65395348837208,119.55925581395348,163.0466976744186,5375,86.49973958333331
CHHis-12,CH,His,12,histidine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,197.5039745627981,197.5039745627981,214.06263910969793,3145,27.693177083333325
CHHis-13,CH,His,13,histidine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,201.8059880239521,195.3248502994012,214.71347305389222,3340,28.72208333333333
CHHis-14,CH,His,14,histidine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,204.2950771919604,194.0451500145645,215.46693853772211,3433,29.142968749999994
CHHis-15,CH,His,15,histidine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,203.4231224127735,195.03222945002958,215.4733885274985,3382,28.765677083333316
CHHis-16,CH,His,16,histidine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",10.967100889975189,,0,0,196.59490691204795,158.58634710036378,192.0650545687995,4673,54.47078124999999
CHHse-1,CH,Hse,1,homoserine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,170.03546910755148,209.18821510297482,210.05263157894737,1748,18.685156249999977
CHHse-2,CH,Hse,2,homoserine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,203.3026706231454,194.93442136498516,215.4213649851632,3370,28.76552083333337
CHHse-3,CH,Hse,3,homoserine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",5.26075418446672,,0,1,210.5166575641726,191.70699071545604,216.11168760240307,3662,30.167291666666642
CHHse-4,CH,Hse,4,homoserine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,193.87201881088345,199.3510245213302,213.19650655021834,2977,26.760989583333327
CHHse-5,CH,Hse,5,homoserine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,173.1155,207.6035,210.228,2000,20.6328125
CHHse-6,CH,Hse,6,homoserine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,174.5491723466407,207.41382667964947,210.0744888023369,2054,20.97187500000001
CHHse-7,CH,Hse,7,homoserine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,173.76202280614774,207.54586018839862,210.17550818046604,2017,20.751458333333318
CHHse-8,CH,Hse,8,homoserine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,172.20551508844954,207.52653485952132,210.18002081165452,1922,20.13177083333332
CHHse-9,CH,Hse,9,homoserine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,191.39446366782008,199.67993079584775,213.37474048442905,2890,26.35421875
CHHse-10,CH,Hse,10,homoserine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",9.06185809882739,,0,0,202.22209409594095,170.09086715867159,201.30927121771217,4336,44.96947916666667
CHHse-11,CH,Hse,11,homoserine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,173.68095712861415,207.41824526420737,210.0608175473579,2006,20.691562500000003
CHHse-12,CH,Hse,12,homoserine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,171.72489539748955,208.65690376569037,209.53033472803347,1912,20.014947916666642
CHHse-13,CH,Hse,13,homoserine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,166.99307740717433,210.23033354310888,209.39773442416615,1589,17.52427083333336
CHHse-14,CH,Hse,14,homoserine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,163.44298245614036,213.56666666666666,210.14912280701753,1140,13.569114583333345
CHHse-15,CH,Hse,15,homoserine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,186.60007454342156,201.94111069698099,211.9440924338427,2683,25.255364583333346
CHHse-16,CH,Hse,16,homoserine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,188.1486634932259,201.73745880629806,212.704870010985,2731,25.34557291666664
CHIle-1,CH,Ile,1,isoleucine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",7.01120804713176,,0,0,209.03876164107726,183.93556506418324,211.82934809967279,3973,35.14130208333333
CHIle-2,CH,Ile,2,isoleucine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.575544893360004,,0,1,212.31065088757396,190.68908015061862,216.9897794513179,3718,30.31468749999999
CHIle-3,CH,Ile,3,isoleucine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,177.50927182270465,206.17367706919947,210.61781999095433,2211,22.13489583333336
CHIle-4,CH,Ile,4,isoleucine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,175.28681055155874,206.40815347721824,209.9515587529976,2085,21.33364583333332
CHIle-5,CH,Ile,5,isoleucine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,165.70277410832233,210.2100396301189,209.36195508586525,1514,17.10916666666668
CHIle-6,CH,Ile,6,isoleucine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,173.70718503937007,207.48080708661416,210.08218503937007,2032,20.904739583333367
CHIle-7,CH,Ile,7,isoleucine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,176.04368029739777,206.32202602230484,210.77044609665427,2152,21.74083333333337
CHIle-8,CH,Ile,8,isoleucine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,165.38403819918145,211.13778990450206,209.47339699863574,1466,16.554843750000003
CHIle-9,CH,Ile,9,isoleucine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,183.80807281361297,202.8349821923229,211.88444796201028,2527,24.29947916666663
CHIle-10,CH,Ile,10,isoleucine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.8648223198207425,,0,1,212.44111405835542,189.95278514588858,217.09946949602121,3770,30.70390624999999
CHIle-11,CH,Ile,11,isoleucine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",9.805649811724134,,0,0,199.72039400044773,165.038280725319,196.96530109693308,4467,49.06718749999999
CHIle-12,CH,Ile,12,isoleucine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,181.4983347210658,203.97835137385513,211.23064113238968,2402,23.455260416666647
CHIle-13,CH,Ile,13,isoleucine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,189.4985693848355,200.48676680972818,212.40557939914163,2796,25.95645833333333
CHIle-14,CH,Ile,14,isoleucine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,168.2025392986699,210.03688029020557,209.1590084643289,1654,18.067812500000002
CHIle-15,CH,Ile,15,isoleucine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",7.05609161271547,,0,0,209.0783722682743,183.99799045465963,211.83521728208993,3981,35.153541666666655
CHIle-16,CH,Ile,16,isoleucine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,193.8028590425532,198.39494680851064,213.0970744680851,3008,27.195677083333322
CHLeu-1,CH,Leu,1,leucine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,206.99518686296716,192.91166477916195,216.28652321630804,3532,29.56270833333332
CHLeu-2,CH,Leu,2,leucine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,197.44773741236457,197.44773741236457,213.99490121096238,3138,27.73114583333333
CHLeu-3,CH,Leu,3,leucine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,166.48275862068965,211.29641909814325,209.57957559681697,1508,16.721302083333313
CHLeu-4,CH,Leu,4,leucine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,164.09112149532712,212.52414330218068,209.18847352024923,1284,14.96739583333337
CHLeu-5,CH,Leu,5,leucine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,167.50950337216432,210.13366033108522,209.2832618025751,1631,17.896093750000006
CHLeu-6,CH,Leu,6,leucine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,201.52605912831453,195.90399268515696,214.52209692167023,3281,28.44739583333336
CHLeu-7,CH,Leu,7,leucine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,173.1032911392405,207.70886075949366,210.32708860759493,1975,20.452708333333362
CHLeu-8,CH,Leu,8,leucine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,201.70346907993968,196.18310708898943,214.67269984917044,3315,28.500885416666677
CHLeu-9,CH,Leu,9,leucine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,183.80503144654088,202.8309748427673,211.88246855345912,2544,24.423750000000013
CHLeu-10,CH,Leu,10,leucine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",10.111899484915586,,0,0,197.78212784782127,160.25370493253706,194.14819730148199,4521,51.61458333333337
CHLeu-11,CH,Leu,11,leucine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",10.777562497225919,,0,0,195.28094006037085,155.115567054765,189.79301423027167,4638,55.73177083333337
CHLeu-12,CH,Leu,12,leucine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,208.64967975494292,192.75633528265107,216.12531328320802,3591,29.768333333333345
CHLeu-13,CH,Leu,13,leucine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,176.18568755846584,206.46071094480823,210.92282507015904,2138,21.604270833333317
CHLeu-14,CH,Leu,14,leucine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,170.0,208.62597114317424,209.49833518312985,1802,19.285312500000003
CHLeu-15,CH,Leu,15,leucine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",8.68152136285211,,0,0,203.01686577652845,171.7088311079878,203.01686577652845,4269,43.292447916666674
CHLeu-16,CH,Leu,16,leucine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",8.755270785698553,,0,0,203.08479327259985,171.74515300163515,202.15323522541462,4281,43.584479166666654
CHLys-1,CH,Lys,1,lysine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,198.06893265565438,197.14739517153748,213.79542566709023,3148,27.81822916666667
CHLys-2,CH,Lys,2,lysine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",15.624907690942063,15.6482452,1,0,167.99108117946852,105.09683290862759,152.4803421914816,5494,97.93109375
CHLys-3,CH,Lys,3,lysine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",7.168420372553399,,0,0,208.185,182.20625,210.0505,4000,36.20666666666665
CHLys-4,CH,Lys,4,lysine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,207.81144306651635,192.79622322435173,216.18376550169108,3548,29.539739583333358
CHLys-5,CH,Lys,5,lysine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,190.47953830010493,200.57607555089191,212.46309898565931,2859,26.2903125
CHLys-6,CH,Lys,6,lysine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,186.27354935945743,201.72795779954785,211.7008289374529,2654,25.185156250000006
CHLys-7,CH,Lys,7,lysine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",9.14548124003332,,0,0,202.40657320156285,170.38611813376235,201.50103424500114,4351,44.96781250000001
CHLys-8,CH,Lys,8,lysine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",10.777185362873556,,0,0,196.3643026514335,158.23345548609615,191.8669971976719,4639,54.10729166666664
CHLys-9,CH,Lys,9,lysine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,207.76620825147347,192.81672747684536,216.19028908223407,3563,29.658697916666682
CHLys-10,CH,Lys,10,lysine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.536671259492579,,0,1,211.4598599137931,190.78852370689654,217.09967672413794,3712,30.293177083333347
CHLys-11,CH,Lys,11,lysine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,208.73543350989684,192.8603289657095,216.24588792863116,3587,29.657447916666655
CHLys-12,CH,Lys,12,lysine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,174.61886429258902,206.51924927815207,210.04667949951877,2078,21.378854166666656
CHLys-13,CH,Lys,13,lysine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,169.54611514812746,208.47065399664618,209.36053661263276,1789,19.266354166666645
CHLys-14,CH,Lys,14,lysine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,181.3737664473684,203.96134868421052,211.15953947368422,2432,23.713750000000005
CHLys-15,CH,Lys,15,lysine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,195.435847208619,198.25301991511589,213.95494613124387,3063,27.329010416666648
CHLys-16,CH,Lys,16,lysine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,206.94325634445394,192.92072996863416,215.29113202167093,3507,29.58661458333333
CHMet-1,CH,Met,1,methionine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.30972656168602,,0,1,210.4537037037037,191.6609477124183,216.98311546840958,3672,30.094739583333364
CHMet-2,CH,Met,2,methionine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,197.55938092229943,197.55938092229943,214.0698041692988,3166,27.81744791666665
CHMet-3,CH,Met,3,methionine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,178.64137033824804,205.34778837814397,210.7692974848222,2306,22.79869791666664
CHMet-4,CH,Met,4,methionine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,179.7656116338751,205.03122326775022,211.30966638152267,2338,22.96666666666664
CHMet-5,CH,Met,5,methionine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,165.61601085481684,211.37449118046132,209.6526458616011,1474,16.54124999999999
CHMet-6,CH,Met,6,methionine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,191.2079831932773,200.48739495798318,212.3501400560224,2856,26.20875000000001
CHMet-7,CH,Met,7,methionine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,194.6605596269154,198.37641572285142,213.11758827448367,3002,27.111302083333328
CHMet-8,CH,Met,8,methionine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,180.84733140256517,204.18949110467523,211.32726520479935,2417,23.48161458333331
CHMet-9,CH,Met,9,methionine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,203.48344564898915,195.08350424846176,215.57075886317023,3413,28.895416666666677
CHMet-10,CH,Met,10,methionine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",15.157232836887683,15.0166777,1,0,174.72589582563722,116.73199113409679,162.0995567048393,5414,88.68276041666664
CHMet-11,CH,Met,11,methionine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,197.3324881141046,197.3324881141046,213.91410459587956,3155,27.878177083333327
CHMet-12,CH,Met,12,methionine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,172.85423037716615,207.44189602446482,210.06218144750255,1962,20.48541666666668
CHMet-13,CH,Met,13,methionine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,162.42894056847544,212.6365202411714,209.24375538329028,1161,14.028906250000006
CHMet-14,CH,Met,14,methionine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,168.62115839243498,209.7677304964539,209.7677304964539,1692,18.240520833333363
CHMet-15,CH,Met,15,methionine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,193.06560703415624,199.46060196144742,213.1937774771728,2957,26.75390625
CHMet-16,CH,Met,16,methionine,1,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,208.7575926441906,192.82167734745053,216.23934243521873,3589,29.66854166666667
CHNle-1,CH,Nle,1,norleucine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,171.61542497376706,208.64270724029382,209.53620146904512,1906,20.01723958333335
CHNle-2,CH,Nle,2,norleucine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,174.60165369649806,207.40418287937743,210.0248054474708,2056,21.11328125
CHNle-3,CH,Nle,3,norleucine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,161.8066985645933,213.11004784688996,209.75693779904307,1045,12.958906250000013
CHNle-4,CH,Nle,4,norleucine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,163.94867924528302,211.68226415094338,209.108679245283,1325,15.417187500000011
CHNle-5,CH,Nle,5,norleucine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,162.79622641509434,213.61603773584906,210.2377358490566,1060,13.004999999999995
CHNle-6,CH,Nle,6,norleucine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,166.8801261829653,210.12744479495268,209.31482649842272,1585,17.570260416666684
CHNle-7,CH,Nle,7,norleucine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,192.9440464005459,199.39065165472536,213.2043671102013,2931,26.608020833333313
CHNle-8,CH,Nle,8,norleucine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,188.55288985823336,200.5096328607779,212.3969465648855,2751,25.774062500000014
CHNle-9,CH,Nle,9,norleucine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,204.22025021821355,193.98778004073318,215.41635146930463,3437,29.27572916666665
CHNle-10,CH,Nle,10,norleucine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",8.498222521136935,,0,0,204.88972845336482,174.51475796930342,203.95702479338843,4235,41.94874999999999
CHNle-11,CH,Nle,11,norleucine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",7.816582402276815,,0,0,206.49914945321993,178.78444714459295,207.41530984204132,4115,38.907708333333346
CHNle-12,CH,Nle,12,norleucine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,199.06182044113078,196.3084808946878,214.79589934762348,3219,28.10489583333333
CHNle-13,CH,Nle,13,norleucine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,201.7400299850075,195.21799100449775,214.67976011994003,3335,28.753489583333334
CHNle-14,CH,Nle,14,norleucine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",5.0,,0,1,172.41864057672504,207.7126673532441,210.29660144181256,1942,20.25932291666669
CHNle-15,CH,Nle,15,norleucine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",9.971633230242556,,0,0,199.897487213698,164.39937736268624,197.1961307538359,4497,49.407239583333364
CHNle-16,CH,Nle,16,norleucine,0,"cyclic head (cyclohexyl- isocyanide, rigid)",10.162432388700239,,0,0,199.0918119620393,163.56168616199514,196.325755903774,4531,50.35921875
